time,sym,src,price,size
2023-04-21D08:03:17.922000000,YHOO,N,34.97,5073
2023-04-21D08:03:20.004000000,NOK,N,31.14,486
2023-04-21D08:03:23.196000000,NOK,O,31.15,3977
2023-04-21D08:03:25.119000000,AAPL,O,25.47,6500
2023-04-21D08:03:28.687000000,MSFT,N,35.57,5573
2023-04-21D08:03:34.264000000,NOK,N,31.17,2855
2023-04-21D08:03:36.072000000,IBM,O,46.61,445
2023-04-21D08:03:39.054000000,CSCO,N,36.45,2415
2023-04-21D08:03:39.984000000,DELL,L,30.01,1292
2023-04-21D08:03:40.443000000,AAPL,O,25.54,3732
2023-04-21D08:03:40.752000000,MSFT,L,35.57,1104
2023-04-21D08:03:44.761000000,IBM,L,46.62,936
2023-04-21D08:03:46.152000000,CSCO,N,36.46,1936
2023-04-21D08:03:49.660000000,DELL,N,30.01,1231
2023-04-21D08:03:53.495000000,IBM,O,46.65,927
2023-04-21D08:03:56.222000000,YHOO,O,34.95,3655
2023-04-21D08:03:57.513000000,CSCO,L,36.48,4151
2023-04-21D08:03:59.758000000,MSFT,N,35.56,5953
2023-04-21D08:04:04.393000000,AAPL,L,25.57,379
2023-04-21D08:04:04.878000000,CSCO,N,36.55,466
2023-04-21D08:04:10.818000000,ORCL,L,33.75,1650
2023-04-21D08:04:26.554000000,DELL,O,29.96,9298
2023-04-21D08:04:30.568000000,CSCO,L,36.51,683
2023-04-21D08:04:33.352000000,CSCO,L,36.51,525
2023-04-21D08:04:35.106000000,YHOO,O,35.01,5310
2023-04-21D08:04:37.456000000,CSCO,O,36.5,4374
2023-04-21D08:04:40.863000000,YHOO,N,34.97,6118
2023-04-21D08:04:53.276000000,YHOO,O,34.99,923
2023-04-21D08:04:54.453000000,ORCL,L,33.73,732
2023-04-21D08:04:54.919000000,IBM,N,46.74,1219
2023-04-21D08:05:02.495000000,YHOO,O,35.06,3349
2023-04-21D08:05:06.381000000,IBM,O,46.7,1704
2023-04-21D08:05:06.382000000,AAPL,N,25.62,1741
2023-04-21D08:05:19.832000000,CSCO,L,36.49,979
2023-04-21D08:05:22.674000000,NOK,L,31.17,1289
2023-04-21D08:05:26.141000000,ORCL,L,33.8,5052
2023-04-21D08:05:26.703000000,IBM,L,46.73,2235
2023-04-21D08:05:27.245000000,AAPL,L,25.56,9269
2023-04-21D08:05:34.147000000,DELL,O,29.99,6888
2023-04-21D08:05:37.228000000,ORCL,N,33.76,2608
2023-04-21D08:05:38.805000000,CSCO,L,36.48,107
2023-04-21D08:05:39.515000000,IBM,O,46.72,589
2023-04-21D08:05:41.431000000,GOOG,L,41.85,96
2023-04-21D08:05:42.582000000,GOOG,L,41.85,304
2023-04-21D08:05:42.825000000,MSFT,L,35.69,6164
2023-04-21D08:05:43.527000000,GOOG,L,41.85,533
2023-04-21D08:05:43.883000000,DELL,O,29.96,7840
2023-04-21D08:05:50.321000000,YHOO,N,35.1,2716
2023-04-21D08:05:53.008000000,NOK,N,31.14,2290
2023-04-21D08:05:53.397000000,GOOG,N,41.86,1563
2023-04-21D08:05:53.852000000,IBM,O,46.75,2968
2023-04-21D08:05:54.842000000,CSCO,O,36.45,18
2023-04-21D08:06:02.706000000,YHOO,L,35.06,804
2023-04-21D08:06:03.125000000,DELL,O,29.95,6144
2023-04-21D08:06:03.801000000,ORCL,O,33.74,649
2023-04-21D08:06:06.458000000,DELL,L,29.93,2722
2023-04-21D08:06:07.798000000,DELL,O,29.98,1269
2023-04-21D08:06:11.702000000,DELL,N,29.97,248
2023-04-21D08:06:11.846000000,GOOG,L,41.81,1767
2023-04-21D08:06:12.283000000,YHOO,L,35.1,3490
2023-04-21D08:06:15.610000000,IBM,N,46.73,293
2023-04-21D08:06:20.134000000,AAPL,O,25.55,412
2023-04-21D08:06:20.301000000,CSCO,L,36.5,694
2023-04-21D08:06:21.616000000,AAPL,O,25.55,255
2023-04-21D08:06:23.726000000,NOK,O,31.09,5349
2023-04-21D08:06:27.683000000,AAPL,O,25.57,174
2023-04-21D08:06:31.321000000,CSCO,O,36.48,3196
2023-04-21D08:06:31.903000000,MSFT,O,35.7,1166
2023-04-21D08:06:33.819000000,GOOG,N,41.84,3923
2023-04-21D08:06:36.377000000,IBM,O,46.63,31
2023-04-21D08:06:38.969000000,AAPL,N,25.54,2179
2023-04-21D08:06:40.015000000,GOOG,N,41.85,4265
2023-04-21D08:06:47.922000000,NOK,N,31.05,7034
2023-04-21D08:06:52.459000000,ORCL,O,33.71,4132
2023-04-21D08:06:53.125000000,AAPL,L,25.56,5143
2023-04-21D08:06:56.934000000,ORCL,L,33.71,409
2023-04-21D08:06:59.137000000,ORCL,L,33.66,6596
2023-04-21D08:07:00.030000000,ORCL,L,33.66,6561
2023-04-21D08:07:04.624000000,MSFT,N,35.72,4026
2023-04-21D08:07:04.725000000,DELL,O,29.89,8714
2023-04-21D08:07:06.639000000,AAPL,N,25.55,39
2023-04-21D08:07:08.123000000,ORCL,O,33.67,2991
2023-04-21D08:07:08.428000000,DELL,L,29.94,1970
2023-04-21D08:07:13.377000000,ORCL,L,33.69,4065
2023-04-21D08:07:15.027000000,NOK,N,31.06,1381
2023-04-21D08:07:15.286000000,CSCO,L,36.51,7374
2023-04-21D08:07:15.942000000,CSCO,L,36.51,4947
2023-04-21D08:07:17.312000000,MSFT,O,35.72,1458
2023-04-21D08:07:17.980000000,YHOO,L,35.12,254
2023-04-21D08:07:23.304000000,IBM,N,46.59,447
2023-04-21D08:07:25.642000000,IBM,N,46.6,1982
2023-04-21D08:07:27.719000000,YHOO,L,35.12,467
2023-04-21D08:07:36.458000000,CSCO,L,36.51,970
2023-04-21D08:07:38.606000000,NOK,L,31.02,3285
2023-04-21D08:07:39.843000000,ORCL,N,33.7,5389
2023-04-21D08:07:40.004000000,CSCO,O,36.51,3025
2023-04-21D08:07:49.071000000,YHOO,N,35.08,253
2023-04-21D08:07:50.516000000,ORCL,L,33.64,370
2023-04-21D08:07:55.255000000,MSFT,L,35.67,1091
2023-04-21D08:07:55.713000000,ORCL,N,33.6,3735
2023-04-21D08:07:55.806000000,MSFT,L,35.67,4029
2023-04-21D08:07:55.834000000,NOK,O,30.99,750
2023-04-21D08:07:56.312000000,GOOG,O,41.89,3452
2023-04-21D08:08:01.578000000,YHOO,O,35.1,1542
2023-04-21D08:08:04.165000000,YHOO,O,35.1,746
2023-04-21D08:08:08.305000000,YHOO,N,35.09,3898
2023-04-21D08:08:08.511000000,GOOG,L,41.8,117
2023-04-21D08:08:13.358000000,AAPL,N,25.62,1190
2023-04-21D08:08:16.108000000,ORCL,L,33.62,143
2023-04-21D08:08:16.177000000,CSCO,O,36.5,1874
2023-04-21D08:08:16.362000000,IBM,L,46.6,4492
2023-04-21D08:08:18.137000000,ORCL,O,33.61,3383
2023-04-21D08:08:20.854000000,YHOO,N,35.06,1573
2023-04-21D08:08:21.655000000,DELL,O,29.93,2468
2023-04-21D08:08:22.444000000,ORCL,O,33.62,3133
2023-04-21D08:08:23.399000000,DELL,O,29.92,92
2023-04-21D08:08:25.446000000,CSCO,O,36.5,1543
2023-04-21D08:08:27.216000000,AAPL,L,25.63,1229
2023-04-21D08:08:27.306000000,DELL,N,29.92,3393
2023-04-21D08:08:30.231000000,IBM,O,46.64,237
2023-04-21D08:08:35.253000000,DELL,N,29.92,1328
2023-04-21D08:08:36.324000000,GOOG,N,41.84,3980
2023-04-21D08:08:37.345000000,GOOG,N,41.84,545
2023-04-21D08:08:38.393000000,AAPL,O,25.61,470
2023-04-21D08:08:42.225000000,ORCL,O,33.66,2630
2023-04-21D08:08:42.620000000,DELL,N,29.95,4226
2023-04-21D08:08:42.687000000,CSCO,L,36.52,681
2023-04-21D08:08:43.734000000,YHOO,O,35.08,3992
2023-04-21D08:08:47.199000000,IBM,N,46.65,930
2023-04-21D08:08:49.733000000,NOK,O,31.01,4933
2023-04-21D08:08:51.788000000,IBM,O,46.67,1561
2023-04-21D08:08:52.471000000,IBM,O,46.67,5001
2023-04-21D08:08:52.641000000,NOK,N,31.03,178
2023-04-21D08:08:55.875000000,ORCL,N,33.66,179
2023-04-21D08:08:59.037000000,ORCL,N,33.66,248
2023-04-21D08:09:00.511000000,IBM,O,46.68,1967
2023-04-21D08:09:03.015000000,GOOG,O,41.89,5229
2023-04-21D08:09:05.741000000,AAPL,O,25.64,653
2023-04-21D08:09:08.708000000,ORCL,L,33.63,3648
2023-04-21D08:09:10.210000000,AAPL,O,25.69,1898
2023-04-21D08:09:11.630000000,YHOO,N,35.1,5513
2023-04-21D08:09:15.266000000,CSCO,L,36.49,5950
2023-04-21D08:09:19.052000000,CSCO,L,36.47,1904
2023-04-21D08:09:21.233000000,DELL,N,29.89,244
2023-04-21D08:09:23.306000000,ORCL,L,33.64,1905
2023-04-21D08:09:23.508000000,IBM,L,46.62,1471
2023-04-21D08:09:24.475000000,CSCO,L,36.5,8370
2023-04-21D08:09:27.485000000,YHOO,O,35.06,118
2023-04-21D08:09:29.448000000,NOK,O,31.03,209
2023-04-21D08:09:30.526000000,YHOO,L,35.1,1411
2023-04-21D08:09:36.776000000,DELL,O,29.92,4452
2023-04-21D08:09:40.957000000,CSCO,N,36.48,4946
2023-04-21D08:09:42.442000000,ORCL,N,33.63,994
2023-04-21D08:09:54.573000000,YHOO,L,35.05,1287
2023-04-21D08:09:59.445000000,GOOG,N,41.95,1499
2023-04-21D08:10:06.036000000,ORCL,L,33.57,6535
2023-04-21D08:10:09.450000000,YHOO,N,35.08,426
2023-04-21D08:10:13.911000000,DELL,O,29.96,109
2023-04-21D08:10:19.899000000,CSCO,N,36.43,4764
2023-04-21D08:10:21.827000000,YHOO,N,35.02,1935
2023-04-21D08:10:23.459000000,CSCO,N,36.43,4785
2023-04-21D08:10:25.271000000,MSFT,O,35.82,795
2023-04-21D08:10:29.159000000,CSCO,N,36.45,1643
2023-04-21D08:10:31.990000000,DELL,O,29.94,804
2023-04-21D08:10:33.312000000,GOOG,L,41.96,365
2023-04-21D08:10:36.360000000,ORCL,O,33.52,2441
2023-04-21D08:10:36.831000000,AAPL,L,25.65,5812
2023-04-21D08:10:41.761000000,GOOG,L,41.96,7999
2023-04-21D08:10:47.840000000,CSCO,N,36.46,120
2023-04-21D08:10:53.900000000,NOK,O,30.99,821
2023-04-21D08:10:54.231000000,MSFT,L,35.75,3330
2023-04-21D08:10:57.114000000,GOOG,L,41.93,354
2023-04-21D08:10:59.598000000,MSFT,L,35.78,2620
2023-04-21D08:11:05.035000000,CSCO,L,36.49,1447
2023-04-21D08:11:09.193000000,GOOG,O,41.96,307
2023-04-21D08:11:15.489000000,ORCL,L,33.51,1983
2023-04-21D08:11:15.585000000,DELL,L,29.98,3591
2023-04-21D08:11:15.658000000,CSCO,N,36.53,4507
2023-04-21D08:11:18.381000000,ORCL,L,33.54,1446
2023-04-21D08:11:18.664000000,ORCL,L,33.54,659
2023-04-21D08:11:20.408000000,ORCL,L,33.5,5163
2023-04-21D08:11:20.636000000,NOK,L,30.98,8472
2023-04-21D08:11:21.945000000,YHOO,L,35.11,2060
2023-04-21D08:11:23.869000000,IBM,N,46.69,180
2023-04-21D08:11:24.762000000,YHOO,L,35.08,3271
2023-04-21D08:11:26.034000000,ORCL,L,33.49,539
2023-04-21D08:11:33.281000000,ORCL,N,33.48,172
2023-04-21D08:11:33.432000000,YHOO,N,35.11,837
2023-04-21D08:11:33.553000000,IBM,O,46.72,240
2023-04-21D08:11:35.658000000,IBM,O,46.68,2523
2023-04-21D08:11:35.695000000,ORCL,L,33.53,4384
2023-04-21D08:11:39.395000000,CSCO,L,36.49,2723
2023-04-21D08:11:41.314000000,NOK,O,31.06,2002
2023-04-21D08:11:41.414000000,AAPL,O,25.71,1344
2023-04-21D08:11:41.449000000,GOOG,L,41.96,2946
2023-04-21D08:11:43.975000000,MSFT,O,35.72,4634
2023-04-21D08:11:48.928000000,ORCL,L,33.5,1782
2023-04-21D08:11:51.699000000,IBM,N,46.67,1697
2023-04-21D08:11:52.229000000,DELL,N,30,4904
2023-04-21D08:12:00.103000000,AAPL,O,25.69,6321
2023-04-21D08:12:12.250000000,DELL,L,29.97,76
2023-04-21D08:12:12.366000000,ORCL,L,33.49,168
2023-04-21D08:12:15.095000000,DELL,O,30.05,1757
2023-04-21D08:12:21.212000000,ORCL,O,33.52,4401
2023-04-21D08:12:22.309000000,YHOO,O,35.08,2085
2023-04-21D08:12:22.943000000,MSFT,L,35.76,6770
2023-04-21D08:12:26.359000000,MSFT,N,35.75,263
2023-04-21D08:12:30.754000000,ORCL,N,33.51,282
2023-04-21D08:12:38.337000000,GOOG,L,41.86,2962
2023-04-21D08:12:39.415000000,CSCO,L,36.53,5238
2023-04-21D08:12:40.399000000,CSCO,O,36.55,2133
2023-04-21D08:12:44.395000000,GOOG,L,41.8,453
2023-04-21D08:12:45.433000000,YHOO,N,35.08,340
2023-04-21D08:12:51.090000000,NOK,N,31.14,2136
2023-04-21D08:12:51.294000000,DELL,O,29.97,2785
2023-04-21D08:12:52.242000000,ORCL,L,33.53,1328
2023-04-21D08:12:52.357000000,IBM,N,46.63,4161
2023-04-21D08:12:52.838000000,AAPL,N,25.68,1572
2023-04-21D08:12:53.840000000,MSFT,N,35.67,132
2023-04-21D08:12:55.464000000,NOK,N,31.14,4212
2023-04-21D08:12:56.753000000,GOOG,N,41.82,1550
2023-04-21D08:13:00.367000000,IBM,O,46.65,80
2023-04-21D08:13:01.250000000,AAPL,O,25.65,585
2023-04-21D08:13:01.850000000,AAPL,O,25.66,1983
2023-04-21D08:13:03.500000000,DELL,O,30.01,307
2023-04-21D08:13:03.833000000,DELL,O,30.01,270
2023-04-21D08:13:04.254000000,AAPL,N,25.61,1384
2023-04-21D08:13:16.640000000,ORCL,O,33.53,365
2023-04-21D08:13:16.911000000,CSCO,L,36.55,4595
2023-04-21D08:13:17.989000000,GOOG,O,41.82,4383
2023-04-21D08:13:24.845000000,MSFT,O,35.62,1624
2023-04-21D08:13:27.997000000,NOK,N,31.13,2625
2023-04-21D08:13:29.414000000,DELL,O,30.05,137
2023-04-21D08:13:30.949000000,IBM,L,46.61,924
2023-04-21D08:13:32.445000000,ORCL,L,33.61,4228
2023-04-21D08:13:38.404000000,CSCO,L,36.57,3936
2023-04-21D08:13:38.900000000,DELL,L,30.07,1422
2023-04-21D08:13:41.052000000,DELL,L,30.04,3107
2023-04-21D08:13:46.149000000,NOK,N,31.14,3334
2023-04-21D08:13:48.585000000,GOOG,O,41.79,464
2023-04-21D08:13:51.396000000,CSCO,L,36.57,827
2023-04-21D08:13:52.584000000,IBM,L,46.55,60
2023-04-21D08:13:53.841000000,GOOG,L,41.77,77
2023-04-21D08:13:54.890000000,MSFT,O,35.58,1436
2023-04-21D08:13:55.071000000,CSCO,L,36.56,3911
2023-04-21D08:13:58.320000000,NOK,O,31.18,2629
2023-04-21D08:14:03.642000000,ORCL,N,33.61,382
2023-04-21D08:14:05.362000000,DELL,O,30.03,569
2023-04-21D08:14:18.963000000,GOOG,L,41.79,2600
2023-04-21D08:14:20.836000000,CSCO,L,36.66,4140
2023-04-21D08:14:22.404000000,DELL,O,30.04,4015
2023-04-21D08:14:22.576000000,ORCL,L,33.61,164
2023-04-21D08:14:22.627000000,YHOO,L,35.12,4085
2023-04-21D08:14:25.724000000,NOK,L,31.17,230
2023-04-21D08:14:27.265000000,AAPL,N,25.64,93
2023-04-21D08:14:32.529000000,NOK,O,31.15,5746
2023-04-21D08:14:33.229000000,NOK,O,31.15,5403
2023-04-21D08:14:33.350000000,DELL,O,30.04,5410
2023-04-21D08:14:37.791000000,ORCL,L,33.6,1496
2023-04-21D08:14:41.012000000,ORCL,O,33.6,6369
2023-04-21D08:14:45.520000000,GOOG,L,41.84,844
2023-04-21D08:14:47.152000000,NOK,N,31.15,2756
2023-04-21D08:14:57.121000000,DELL,L,30.03,283
2023-04-21D08:15:01.504000000,GOOG,O,41.8,808
2023-04-21D08:15:02.501000000,ORCL,O,33.65,690
2023-04-21D08:15:02.548000000,ORCL,O,33.67,3657
2023-04-21D08:15:02.657000000,ORCL,O,33.65,3263
2023-04-21D08:15:03.622000000,CSCO,L,36.66,1198
2023-04-21D08:15:07.769000000,DELL,N,30.02,1453
2023-04-21D08:15:08.935000000,YHOO,L,35.13,145
2023-04-21D08:15:13.108000000,MSFT,O,35.59,3630
2023-04-21D08:15:14.003000000,IBM,L,46.55,716
2023-04-21D08:15:14.301000000,YHOO,O,35.14,3393
2023-04-21D08:15:17.189000000,AAPL,L,25.63,3979
2023-04-21D08:15:17.343000000,YHOO,O,35.12,4375
2023-04-21D08:15:24.910000000,AAPL,N,25.62,2701
2023-04-21D08:15:27.463000000,NOK,N,31.13,301
2023-04-21D08:15:27.906000000,DELL,L,29.98,2406
2023-04-21D08:15:40.208000000,CSCO,O,36.65,395
2023-04-21D08:15:40.737000000,DELL,L,30.01,4291
2023-04-21D08:15:44.563000000,NOK,N,31.09,134
2023-04-21D08:15:49.201000000,GOOG,O,41.91,1945
2023-04-21D08:15:50.266000000,GOOG,N,41.91,1437
2023-04-21D08:15:50.762000000,YHOO,N,35.18,2768
2023-04-21D08:15:57.393000000,DELL,N,30.05,1190
2023-04-21D08:16:00.178000000,GOOG,L,41.92,4035
2023-04-21D08:16:00.265000000,NOK,N,31.11,1955
2023-04-21D08:16:00.484000000,ORCL,L,33.73,5046
2023-04-21D08:16:01.950000000,AAPL,N,25.66,128
2023-04-21D08:16:02.545000000,MSFT,N,35.6,1909
2023-04-21D08:16:03.233000000,NOK,L,31.06,761
2023-04-21D08:16:05.940000000,IBM,N,46.52,6095
2023-04-21D08:16:07.856000000,AAPL,O,25.64,2153
2023-04-21D08:16:09.699000000,DELL,L,30.04,4438
2023-04-21D08:16:12.015000000,AAPL,O,25.67,2023
2023-04-21D08:16:12.139000000,NOK,L,31.07,6935
2023-04-21D08:16:20.324000000,DELL,L,29.99,200
2023-04-21D08:16:20.984000000,MSFT,L,35.54,991
2023-04-21D08:16:23.371000000,IBM,N,46.58,3716
2023-04-21D08:16:27.062000000,AAPL,L,25.68,1713
2023-04-21D08:16:33.956000000,MSFT,O,35.57,3949
2023-04-21D08:16:39.683000000,IBM,O,46.53,4791
2023-04-21D08:16:42.538000000,CSCO,N,36.76,2112
2023-04-21D08:16:43.025000000,DELL,O,30.02,5801
2023-04-21D08:16:48.254000000,CSCO,N,36.71,5445
2023-04-21D08:16:48.996000000,DELL,N,29.99,199
2023-04-21D08:16:49.779000000,DELL,N,30.01,7831
2023-04-21D08:16:54.659000000,DELL,N,30.01,8482
2023-04-21D08:16:55.334000000,NOK,N,31.02,667
2023-04-21D08:16:58.601000000,GOOG,O,41.82,5580
2023-04-21D08:17:04.618000000,NOK,L,30.99,466
2023-04-21D08:17:06.694000000,IBM,L,46.51,1799
2023-04-21D08:17:13.083000000,DELL,N,30.02,6515
2023-04-21D08:17:24.898000000,MSFT,N,35.62,4315
2023-04-21D08:17:25.212000000,GOOG,N,41.82,6625
2023-04-21D08:17:28.397000000,ORCL,O,33.71,3321
2023-04-21D08:17:34.801000000,ORCL,N,33.72,26
2023-04-21D08:17:38.894000000,MSFT,O,35.63,1579
2023-04-21D08:17:43.480000000,ORCL,N,33.75,1533
2023-04-21D08:17:45.259000000,DELL,L,29.97,7286
2023-04-21D08:17:46.335000000,GOOG,O,41.76,603
2023-04-21D08:17:48.485000000,CSCO,N,36.76,1033
2023-04-21D08:17:49.080000000,ORCL,O,33.68,271
2023-04-21D08:17:57.626000000,MSFT,O,35.65,1104
2023-04-21D08:18:01.579000000,ORCL,L,33.64,4525
2023-04-21D08:18:02.641000000,DELL,N,30,178
2023-04-21D08:18:03.180000000,AAPL,N,25.72,2178
2023-04-21D08:18:09.588000000,IBM,N,46.57,6161
2023-04-21D08:18:10.908000000,NOK,L,30.96,169
2023-04-21D08:18:11.670000000,NOK,L,30.92,265
2023-04-21D08:18:13.963000000,ORCL,O,33.66,2601
2023-04-21D08:18:15.645000000,CSCO,O,36.73,1577
2023-04-21D08:18:20.121000000,CSCO,O,36.73,143
2023-04-21D08:18:22.706000000,YHOO,O,35.12,673
2023-04-21D08:18:27.814000000,GOOG,N,41.83,1556
2023-04-21D08:18:27.953000000,YHOO,O,35.13,4136
2023-04-21D08:18:28.333000000,DELL,N,29.97,1182
2023-04-21D08:18:30.139000000,DELL,N,29.98,42
2023-04-21D08:18:30.742000000,DELL,N,29.97,820
2023-04-21D08:18:40.220000000,MSFT,L,35.72,634
2023-04-21D08:18:41.286000000,MSFT,L,35.67,2485
2023-04-21D08:18:45.165000000,CSCO,O,36.78,1218
2023-04-21D08:18:45.861000000,NOK,N,30.94,2640
2023-04-21D08:18:46.545000000,GOOG,O,41.83,682
2023-04-21D08:18:47.694000000,IBM,L,46.61,5450
2023-04-21D08:18:52.947000000,YHOO,N,35.1,3825
2023-04-21D08:18:59.019000000,DELL,N,29.95,127
2023-04-21D08:19:00.133000000,MSFT,N,35.68,411
2023-04-21D08:19:02.724000000,DELL,N,29.95,1462
2023-04-21D08:19:02.783000000,YHOO,O,35.12,1757
2023-04-21D08:19:06.631000000,IBM,N,46.61,3879
2023-04-21D08:19:09.696000000,AAPL,N,25.69,711
2023-04-21D08:19:15.804000000,MSFT,N,35.7,5910
2023-04-21D08:19:17.867000000,MSFT,N,35.74,134
2023-04-21D08:19:18.705000000,YHOO,L,35.12,4741
2023-04-21D08:19:20.121000000,NOK,O,30.98,496
2023-04-21D08:19:23.782000000,IBM,N,46.62,4878
2023-04-21D08:19:30.205000000,GOOG,O,41.86,4759
2023-04-21D08:19:33.381000000,AAPL,N,25.66,5716
2023-04-21D08:19:38.317000000,YHOO,N,35.09,1321
2023-04-21D08:19:38.604000000,ORCL,O,33.58,196
2023-04-21D08:19:38.617000000,CSCO,L,36.79,4894
2023-04-21D08:19:39.496000000,IBM,N,46.61,1334
2023-04-21D08:19:40.655000000,MSFT,O,35.7,538
2023-04-21D08:19:42.864000000,DELL,O,29.99,2734
2023-04-21D08:19:44.991000000,IBM,L,46.62,6229
2023-04-21D08:19:52.359000000,AAPL,O,25.71,2745
2023-04-21D08:19:58.563000000,IBM,L,46.59,1058
2023-04-21D08:20:01.799000000,NOK,O,30.93,2699
2023-04-21D08:20:15.617000000,MSFT,O,35.63,550
2023-04-21D08:20:18.265000000,GOOG,N,42.02,956
2023-04-21D08:20:25.099000000,MSFT,N,35.57,3573
2023-04-21D08:20:27.571000000,AAPL,N,25.69,579
2023-04-21D08:20:28.913000000,IBM,N,46.7,1655
2023-04-21D08:20:29.579000000,MSFT,N,35.61,556
2023-04-21D08:20:35.888000000,ORCL,N,33.52,348
2023-04-21D08:20:41.157000000,AAPL,N,25.69,2917
2023-04-21D08:20:41.510000000,AAPL,L,25.7,9201
2023-04-21D08:20:49.893000000,CSCO,L,36.72,1218
2023-04-21D08:20:55.982000000,NOK,L,30.95,1496
2023-04-21D08:21:06.995000000,ORCL,N,33.55,7742
2023-04-21D08:21:09.225000000,MSFT,N,35.65,4246
2023-04-21D08:21:10.741000000,YHOO,L,34.93,119
2023-04-21D08:21:11.242000000,DELL,N,29.96,2325
2023-04-21D08:21:11.714000000,ORCL,N,33.53,3417
2023-04-21D08:21:16.408000000,NOK,N,30.98,339
2023-04-21D08:21:19.188000000,IBM,N,46.83,458
2023-04-21D08:21:20.794000000,YHOO,O,34.93,46
2023-04-21D08:21:23.062000000,MSFT,L,35.61,155
2023-04-21D08:21:26.678000000,GOOG,O,41.97,364
2023-04-21D08:21:35.673000000,NOK,O,30.99,4595
2023-04-21D08:21:37.162000000,ORCL,L,33.54,1375
2023-04-21D08:21:48.532000000,ORCL,N,33.56,947
2023-04-21D08:21:48.841000000,ORCL,N,33.56,3327
2023-04-21D08:21:51.057000000,GOOG,N,41.89,3783
2023-04-21D08:21:51.578000000,ORCL,L,33.53,1282
2023-04-21D08:21:57.450000000,MSFT,L,35.61,2759
2023-04-21D08:21:58.498000000,MSFT,N,35.6,1205
2023-04-21D08:21:58.592000000,CSCO,N,36.81,7824
2023-04-21D08:21:58.781000000,YHOO,O,34.92,7762
2023-04-21D08:21:59.284000000,CSCO,N,36.77,4077
2023-04-21D08:22:01.374000000,GOOG,N,41.92,3023
2023-04-21D08:22:04.367000000,DELL,N,30.03,2878
2023-04-21D08:22:06.497000000,MSFT,L,35.59,399
